year,title,era,type,region,summary,confidence
1405,Moses Delivers the Written Law to Levites,EST,EST,,,
1405,Moses Speaks His Final Blessing to Israel,EST,EST,,,
1405,Moses and Joshua Meet God in Tabernacle,EST,EST,,,
1405,The Final Song of Moses to Israel,EST,EST,,The main theme of this message from Moses centers on Israel’s apostasy which results in certain judgment from God. This Song of Moses describes in detail the selection by God of the nation of Israel and His care for them during the forty years of the Exodus.,
1405,Moses Goes to Mount Nebo to Die,EST,EST,,,
1405,Moses Sees the Promised Land,EST,EST,,"This has to be a moment of great sorrow for Moses. He is at the top of Mount Nebo and he knows he is about to die. He can see the Land of Canaan that was promised to the Patriarchs and to the nation of Israel but he will not be allowed to go into it. Moses lays his hands on Joshua as the new leader of Israel. Forty days later, on Nisan 10, Israel would cross the Jordon River and prepare for the conquest of Canaan starting with Jericho.",
1405,Moses Dies on Mount Nebo,EST,EST,,,
1405,Israel Mourns For Moses for Thirty Days,EST,EST,,,
1405,Joshua Sends Spies From Acacia Grove,EST,EST,,"On this date, Moses is exactly 120 years old based on his DFC date of birth in 1525 BC. Since Moses died the previous month, this would be a good example showing how the DFC dates in Scripture sometimes function like marks on the ruler of time instead of designating the exact date of an event.",
1405,Spies Hide in Rahab's Home in Jericho,EST,EST,,,
1405,Spies Escape and Hide in Mountains,EST,EST,,,
1405,Spies Leave Mountains After Three Days,EST,EST,,,
1405,Spies Return and Give Report to Joshua,EST,EST,,,
1405,Israel Moves From Acacia Grove to Jordan,DIS,DIS,,,
1405,Joshua and Israel Cross the River Jordan,DIS,DIS,,,
1405,12 Memorial Stones Placed at Gilgal,DIS,DIS,,,
1405,Priests Bring the Ark From the Jordan,DIS,DIS,,,
1405,Amorites and Canaanites Fear Lord of Israel,EST,EST,,,
1405,Second Generation of Israel Circumcised at Gilgal,EST,EST,,,
1405,Israel Celebrates Passover on Plains of Jericho,Passover,Passover,,,
1405,Israel Eats Fruit of the Land of Canaan,DIS,DIS,,,
1405,Israel Eats Parched Grain and Unleavened Bread,DIS,DIS,,,
1405,Last Day Israel Eats Manna,DIS,DIS,,"This is the last day that manna is eaten in the Wilderness. From this day forward, Israel eats the food found and prepared in the land of Canaan.",
1405,Israel No Longer Eats Manna,DIS,DIS,,The manna ceased on the day after they ate the produce of the land.,
1405,Commander of the Lord's Army Instructs Joshua,EDIS,EDIS,,"On the evening of Friday April 4 - Nisan 17 in 1405 BC, Joshua meets the Commander of the Lord's Army and is given directions about the battle for Jericho. This date is exactly forty years from the first day out of Egypt at the start of the Exodus with the dedication of the Firstborn at Succoth. This event is described in Gen. 12:40-42 (p. 210).",
1405,Joshua Instructs Israel About Battle for Jericho,EDIS,EDIS,,"On the same evening of Nisan 17, Joshua returns to camp and delivers the instructions for the battle of Jericho that would begin the next morning of this same day on the Hebrew calendar. On this same solar date in 30 AD, 1,434 years later, the risen Christ would stand before His disciples on the evening of the Resurrection (John 20:19-23).",
1405,First Day of the Battle of Jericho,EDIS,EDIS,,"The first of seven days of the battle for Jericho begins. This estimated Date in Scripture is also a Nisan 17 date that can be connected to the 150th day of Noah’s Flood in 2457 BC (Genesis 8:4). Noah’s Ark came to rest exactly 1,052 years before this event.",
1405,Second Day of the Battle of Jericho,EDIS,EDIS,,,
1405,Third Day of the Battle of Jericho,EDIS,EDIS,,,
1405,Fourth Day of the Battle of Jericho,EDIS,EDIS,,,
1405,Fifth Day of the Battle of Jericho,EDIS,EDIS,,,
1405,Sixth Day of the Battle of Jericho,EDIS,EDIS,,,
1405,Walls of Jericho Fall on Seventh Day,EDIS,EDIS,,The walls of Jericho fall on the seventh day of battle.,
1405,People and Animals in Jericho Totally Destroyed,EDIS,EDIS,,,
1405,Rahab the Harlot and Her Family Saved,EDIS,EDIS,,"The family of Rahab are the only survivors of the people living in the walled city of Jericho. Rehab, the wife of the great-grandfather of King David, Salmon, is possibly named after this woman in Jericho according to Matthew 1:5. Rahab heard about the defeat of Sihon and Og and the Jordon crossing. She trusted in the God of Israel (2:8-11).",
1405,Weapons and Precious Metals Looted,EDIS,EDIS,,This victory over Jericho allowed Israel to gain in military strength with weapons. The gold and silver where added to the treasury of the Lord.,
1405,Jericho Burns and Forever Cursed by Joshua,DFC,DFC,,"This first DFC date, after the fall of Jericho, anchors the dating of the events that follow in the conquest of Canaan by Israel. CD#178 is the DFC date for events happening between 1406 BC and 1402 BC.",
1405,Israel Loses First Battle With Ai,EST,EST,,,
1405,Joshua Pleads For God's Help,EST,EST,,,
1405,"Joshua Instructed to ""Judge"" Disobedient Soldier",EST,EST,,,
1405,Joshua Hears Confession of Achan,EST,EST,,,
1405,Achan's Family and Animals Stoned by Israel,EST,EST,,,
1405,God Instructs Joshua How to Destroy Ai,EST,EST,,,
1405,Israel Attacks and Destroys City of Ai,EST,EST,,,
1405,Joshua Renews Covenant at Mount Ebal,EST,EST,,,
1405,Joshua Tricked Into Treaty With Gibeonites,EST,EST,,,
1405,Israel Arrives in Gibeon and Realizes Deception,EST,EST,,,
1405,Gibeonites Made Israel's Woodcutters & Water Carriers,EST,EST,,,
1405,Gibeon and Israel's Treaty Angers King Adoni-Zedek,EST,EST,,Gibeon and Israel's Treaty greatly angers King Adoni-Zedek who is the King of Jerusalem. King Adoni-Zedek begins to gather other armies for an attack on the Gibeonites. Jerusalem’s King had heard about the military victories of Israel over the cities of Jericho and Ai. He was greatly afraid of the situation that now existed because of the treaty of Israel with Gibeon.,
1405,King Adoni-Zedek Gathers Other Kings Against Gibeon,EST,EST,,King Adoni-Zedek begins to gather other armies for an attack on the Gibeonites. The Gibeonites made a treaty with Israel and now became the enemy of the Amorites.,
1405,Five Amorite Kings Assemble to Attack Gibeon,EST,EST,,,
1405,Gibeon Asks Israel for Help Against Amorites,EST,EST,,,
1405,Israel Attacks Amorites at Beth Horon,EST,EST,,,
1405,Hailstones Kill More Amorites Than the Sword,EST,EST,,,
1405,Sun Stands Still Allowing Defeat of Amorites,EST,EST,,"There has been much speculation in Biblical commentaries to explain this text. Scripture is clear that the sun stood still and the moon stopped. Many claim some form of a solar eclipse that kept the sun's heat from Israel’s soldiers until they prevailed against the Amorites. Other commentaries claim that the sun appeared to stop. Joshua 10:13 is very clear: “So the sun stood still in the midst of heaven, and did not hasten to go down for about a whole day”. American Indians, who would have been on the other side of the earth, talk about the “long night” that occurred at this same time in history. This research concludes that what is probably being described here is a 48-hour day with one sunrise and one sunset. The obvious purpose of this miracle is to show God’s power in giving Israel a victory over the Amorites. It is also an answer to Joshua’s public prayer request before all of Israel. In relation to the effect on earth’s calendars, this is one of eight days needed to line up the 364-Day calendar, consistent with the Old Testament from Creation to the birth of Jesus, with the Gregorian calendar used today. The conclusion of this research is that this event happens on a Friday that is extended to cover a 48-hour period. On the Gregorian calendar, this would digitally show up as two days on the computer generated Gregorian calendar.",
1405,Joshua Returns to Camp at Gilgal,EST,EST,,,
1405,Five Amorite Kings in Cave at Makkedah,EST,EST,,,
1405,Joshua Orders Cave Entrance Blocked With Stones,EST,EST,,,
1405,Israel Pursues and Kills Enemy Soldiers,EST,EST,,,
1405,Soldiers Return to Joshua at Makkedah,EST,EST,,,
1405,Joshua Opens Cave and Kills Five Amorite Kings,EST,EST,,,
1405,Kings Hung in Tree Then Cut Down,EST,EST,,,
1405,All Kings Bodies Put Back in Cave,EST,EST,,,
1405,Joshua Totally Destroys Makkedah and Kills King,EST,EST,,This is possibly an area known today as Azekah with many caves.,
1405,Joshua Totally Destroys Libnah and Kills King,EST,EST,,,
1405,Joshua Attacks Lachish,EST,EST,,,
1405,Israel Defeats Lachish on Second Day,EST,EST,,,
1405,King Horam Defeated Attempting to Assist Lachish,EST,EST,,,
1405,Israel Destroys Eglon and Kills the King,EST,EST,,,
1405,Israel Destroys Hebron and Kills King,EST,EST,,,
1405,Israel Totally Destroys Debir and Kills King,EST,EST,,,
1406,Israel Returns to Kadesh in Month of Nisan,DFC,DFC,,"Israel returns to make camp in the Wilderness of Paran at Kadesh in the month of Nisan. Prior to this move, Israel is camped at Ezion Geber (Numbers 33:35). Previously at Kadesh, the spies went into Canaan (Numbers 12:16, 13:26). This DFC date begins the 40th and last year of the Exodus sand is a very important date near the end of the Exodus.",
1406,Death of Miriam-Sister of Moses,EST,EST,,,
1406,Moses Strikes Rock Getting Water at Kadesh,EST,EST,,Moses would not be allowed to enter Canaan because he struck the rock instead of just speaking to it as God instructed him to do.,
1406,Moses and Aaron are Reprimanded by God,EST,EST,,"Moses and Aaron are not allowed to lead Israel into Canaan because they ""struck"" the rock instead of just speaking to the rock for the water to come out. Moses and Aaron are disciplined for not setting an example to all of Israel for taking God at His Word.",
1406,Moses Requests Permission to go Through Edom,EST,EST,,,
1406,King of Edom Denies Moses' First Request,EST,EST,,,
1406,Moses Makes Second Request to Pass Through Edom,EST,EST,,,
1406,King of Edom Denies Moses' Second Request,EST,EST,,Israel was denied passage on the King’s Highway at the Edomite city of Sela on the North-South trade route from the Gulf of Aqabah (Aquba) going north to Damascus.,
1406,Israel Heads for Mount Hor From Edom,EST,EST,,"Israel moves away from Edom and heads for Mount Hor ""on the boundary with the land of Edom"". Israel is forbidden to fight with Edom since they are the descendants of Esau, the brother of Jacob. This clear direction is found in Deuteronomy 2:4-6.",
1406,Israel at Boundary of Edom at Horeb,EST,EST,,"Deuteronomy 1:2 states, ""It is eleven days journey from Horeb by the way of Mount Seir to Kadesh-Barnea"". Israel arrives at Mount Hor after leaving Kadesh-Barnea and avoiding a battle with the King of Edom which had been forbidden by God.",
1406,Death of Aaron-Brother of Moses at 123,DIS,DIS,,The death of Aaron is one of the first exact dates given near the end of the Exodus. This date helps give a good estimate of dates of many of the events that follow during this period of the Exodus. It is getting near the end of the Exodus and most of the people who were over twenty years old at the start of the Exodus have died.,
1406,Eleazar-Son of Aaron Becomes High Priest,DIS,DIS,,"Eleazar, son of Aaron, is taken up on Mount Hor with his father. Aaron dies in view of the nation of Israel. Aaron’s priestly garment is transferred to Eleazar making him the head Priest of Israel. The death of Aaron is followed by thirty days of mourning. Anyone over 59 years old knew their death would follow soon as they would not go into Canaan.",
1406,Thirtieth Day of Mourning for Aaron,DIS,DIS,,,
1406,Victory Over King of Arad at Hormah,EST,EST,,,
1406,Israel Moves From Mount Hor to Oboth,EST,EST,,,
1406,People Complain-God Sends Poisonous Snakes,EST,EST,,,
1406,Israel Moves From Oboth to Ije Abarim,EST,EST,,,
1406,Israel Moves From Ije Abarim to Valley of Zered,EST,EST,,,
1406,Israel Moves From Valley of Zered to Arnon,EST,EST,,Israel moves from the Valley of Zered to the border of Moab at Arnon.,
1406,Israel Moves From Arnon to Beer With Well,EST,EST,,,
1406,Israel Moves From Beer to Mattanah,EST,EST,,,
1406,Israel Moves From Mattanah to Nahaliel,EST,EST,,,
1406,Israel Moves From Nahaliel to Bamoth in Moab,EST,EST,,Israel moves from Nahaliel to Bamoth in the valley in Moab.,
1406,Israel Moves From Bamoth to Top of Pisgah,EST,EST,,"Israel moves from Bamoth to the top of ""Pisgah which looks down on the wasteland"".",
1406,Israel Asks King Sihon for Safe Passage,EST,EST,,,
1406,Amorite King Sihon Rejects Moses' Request,EST,EST,,,
1406,King Sihon's Army Attacks Israel at Jahaz,EST,EST,,,
1406,Israel Defeats King Sihon at Heshbon Falls,EST,EST,,"Israel defeats the Amorites from Arnon to Jabbok. Israel also took possession of the land all the way to the border of Ammon where it was fortified. Three hundred years later, Jephthah would remind the people of Ammon how God had previously given Israel this land. Jephthah’s regrettable vow is made regarding the defeat of the Ammonites, as recorded in Judges 11:10-33. The dating of this event 300 years before the defeat of the Ammonites becomes critical to dating many events during the period of the Judges.",
1406,Israel Drives the Amorites Out of Jazer,EST,EST,,Israel sends out spies and drives the Amorites out of Jazer.,
1406,Israel Moves to Bashon,EST,EST,,Israel dwelt in the land of the Amorites and then began move to Bashon.,
1406,King Og of Bashan Battles Israel at Edrei,EST,EST,,,
1406,Israel Defeats King Og and Takes Land,EST,EST,,Scripture says there are no survivors in Bashan. Amorite King Og controlled the land north of the Jabbok River. Israel now controlled the land in the Transjordan from the Arnon River to Bashan.,
1406,Israel Moves to the Plains of Moab,EST,EST,,,
1406,King Balak Consults Midian Elders,EST,EST,,King Balak of Moab consults with Elders at Midian regarding his concerns about the presence of the people of Israel in the land of Moab. King Balak begins to draw support with the hope of building a great military force against Israel.,
1406,King Balak Sends Messengers to Balaam,EST,EST,,King Balak wanted the Prophet Balaam to curse Israel. The Princes of Moab stay with Balaam. King Balak believed that Balaam could curse Israel to be defeated militarily.,
1406,God Tells Balaam to Not Curse Israel,EST,EST,,The messengers are sent back to King Balak without Balaam. God makes is very clear to Balaam that the people of Israel are to only be blessed and should not be cursed.,
1406,King Balak Makes Second Request to Balaam,EST,EST,,King Balak sends more important Princes and promises to reward Balaam greatly. The King also promises to do whatever the Prophet tells him.,
1406,Balaam is Told to Follow God's Instructions,EST,EST,,God gave permission for Balaam to go and prophesy only what was spoken by God. Balaam was motivated by his desire to collect a diviner’s fee from the Elders of Midian.,
1406,Balaam's Donkey Sees Angel of Lord on Road,EST,EST,,It took a talking donkey to open Balaam’s eyes to see that God was displeased with his greedy motivations instead of a desire to obey the God of Israel. Balaam got the message and obeyed God.,
1406,King Balak Meets the Prophet Balaam,EST,EST,,King Balak scolds Balaam for not coming at the first request.,
1406,Balaam Taken to High Places to Observe Israel,EST,EST,,King Balak takes Balaam to the high places of Baal to observe the nation of Israel.,
